id_fact_order|order_id|product_id|customer_id|order_date|supplier_id|category_id|quantity|unit_price|discount|amount|freight
332|10372|38|QUEEN|1996-12-04|18|1|40|210.8|0.25|8432.0|890.78
333|10372|60|QUEEN|1996-12-04|28|4|70|27.2|0.25|1904.0|890.78
334|10372|72|QUEEN|1996-12-04|14|4|42|27.8|0.25|1167.6000000000001|890.78
335|10373|58|HUNGO|1996-12-05|27|8|80|10.6|0.2|848.0|124.12
336|10373|71|HUNGO|1996-12-05|15|4|50|17.2|0.2|860.0|124.12
337|10374|31|WOLZA|1996-12-05|14|4|30|10.0|0.0|300.0|3.94
338|10374|58|WOLZA|1996-12-05|27|8|15|10.6|0.0|159.0|3.94
339|10375|14|HUNGC|1996-12-06|6|7|15|18.6|0.0|279.0|20.12
340|10375|54|HUNGC|1996-12-06|25|6|10|5.9|0.0|59.0|20.12
341|10376|31|MEREP|1996-12-09|14|4|42|10.0|0.05|420.0|20.39
342|10377|28|SEVES|1996-12-09|12|7|20|36.4|0.15|728.0|22.21
343|10377|39|SEVES|1996-12-09|18|1|20|14.4|0.15|288.0|22.21
344|10378|71|FOLKO|1996-12-10|15|4|6|17.2|0.0|103.19999999999999|5.44
345|10379|41|QUEDE|1996-12-11|19|8|8|7.7|0.1|61.6|45.03
346|10379|63|QUEDE|1996-12-11|7|2|16|35.1|0.1|561.6|45.03
347|10379|65|QUEDE|1996-12-11|2|2|20|16.8|0.1|336.0|45.03
348|10380|30|HUNGO|1996-12-12|13|8|18|20.7|0.1|372.59999999999997|35.03
349|10380|53|HUNGO|1996-12-12|24|6|20|26.2|0.1|524.0|35.03
350|10380|60|HUNGO|1996-12-12|28|4|6|27.2|0.1|163.2|35.03
351|10380|70|HUNGO|1996-12-12|7|1|30|12.0|0.0|360.0|35.03
352|10381|74|LILAS|1996-12-12|4|7|14|8.0|0.0|112.0|7.99
353|10382|5|ERNSH|1996-12-13|2|2|32|17.0|0.0|544.0|94.77
354|10382|18|ERNSH|1996-12-13|7|8|9|50.0|0.0|450.0|94.77
355|10382|29|ERNSH|1996-12-13|12|6|14|99.0|0.0|1386.0|94.77
356|10382|33|ERNSH|1996-12-13|15|4|60|2.0|0.0|120.0|94.77
357|10382|74|ERNSH|1996-12-13|4|7|50|8.0|0.0|400.0|94.77
358|10383|13|AROUT|1996-12-16|6|8|20|4.8|0.0|96.0|34.24
359|10383|50|AROUT|1996-12-16|23|3|15|13.0|0.0|195.0|34.24
360|10383|56|AROUT|1996-12-16|26|5|20|30.4|0.0|608.0|34.24
361|10384|20|BERGS|1996-12-16|8|3|28|64.8|0.0|1814.3999999999999|168.64
362|10384|60|BERGS|1996-12-16|28|4|15|27.2|0.0|408.0|168.64
363|10385|7|SPLIR|1996-12-17|3|7|10|24.0|0.2|240.0|30.96
364|10385|60|SPLIR|1996-12-17|28|4|20|27.2|0.2|544.0|30.96
365|10385|68|SPLIR|1996-12-17|8|3|8|10.0|0.2|80.0|30.96
366|10386|24|FAMIA|1996-12-18|10|1|15|3.6|0.0|54.0|13.99
367|10386|34|FAMIA|1996-12-18|16|1|10|11.2|0.0|112.0|13.99
368|10387|24|SANTG|1996-12-18|10|1|15|3.6|0.0|54.0|93.63
369|10387|28|SANTG|1996-12-18|12|7|6|36.4|0.0|218.39999999999998|93.63
370|10387|59|SANTG|1996-12-18|28|4|12|44.0|0.0|528.0|93.63
371|10387|71|SANTG|1996-12-18|15|4|15|17.2|0.0|258.0|93.63
372|10388|45|SEVES|1996-12-19|21|8|15|7.6|0.2|114.0|34.86
373|10388|52|SEVES|1996-12-19|24|5|20|5.6|0.2|112.0|34.86
374|10388|53|SEVES|1996-12-19|24|6|40|26.2|0.0|1048.0|34.86
375|10389|10|BOTTM|1996-12-20|4|8|16|24.8|0.0|396.8|47.42
376|10389|55|BOTTM|1996-12-20|25|6|15|19.2|0.0|288.0|47.42
377|10389|62|BOTTM|1996-12-20|29|3|20|39.4|0.0|788.0|47.42
378|10389|70|BOTTM|1996-12-20|7|1|30|12.0|0.0|360.0|47.42
379|10390|31|ERNSH|1996-12-23|14|4|60|10.0|0.1|600.0|126.38
380|10390|35|ERNSH|1996-12-23|16|1|40|14.4|0.1|576.0|126.38
381|10390|46|ERNSH|1996-12-23|21|8|45|9.6|0.0|432.0|126.38
382|10390|72|ERNSH|1996-12-23|14|4|24|27.8|0.1|667.2|126.38
383|10391|13|DRACD|1996-12-23|6|8|18|4.8|0.0|86.39999999999999|5.45
384|10392|69|PICCO|1996-12-24|15|4|50|28.8|0.0|1440.0|122.46
385|10393|2|SAVEA|1996-12-25|1|1|25|15.2|0.25|380.0|126.56
386|10393|14|SAVEA|1996-12-25|6|7|42|18.6|0.25|781.2|126.56
387|10393|25|SAVEA|1996-12-25|11|3|7|11.2|0.25|78.39999999999999|126.56
388|10393|26|SAVEA|1996-12-25|11|3|70|24.9|0.25|1743.0|126.56
389|10393|31|SAVEA|1996-12-25|14|4|32|10.0|0.0|320.0|126.56
390|10394|13|HUNGC|1996-12-25|6|8|10|4.8|0.0|48.0|30.34
391|10394|62|HUNGC|1996-12-25|29|3|10|39.4|0.0|394.0|30.34
392|10395|46|HILAA|1996-12-26|21|8|28|9.6|0.1|268.8|184.41
393|10395|53|HILAA|1996-12-26|24|6|70|26.2|0.1|1834.0|184.41
394|10395|69|HILAA|1996-12-26|15|4|8|28.8|0.0|230.4|184.41
395|10396|23|FRANK|1996-12-27|9|5|40|7.2|0.0|288.0|135.35
396|10396|71|FRANK|1996-12-27|15|4|60|17.2|0.0|1032.0|135.35
397|10396|72|FRANK|1996-12-27|14|4|21|27.8|0.0|583.8000000000001|135.35
398|10397|21|PRINI|1996-12-27|8|3|10|8.0|0.15|80.0|60.26
399|10397|51|PRINI|1996-12-27|24|7|18|42.4|0.15|763.1999999999999|60.26
400|10398|35|SAVEA|1996-12-30|16|1|30|14.4|0.0|432.0|89.16
401|10398|55|SAVEA|1996-12-30|25|6|120|19.2|0.1|2304.0|89.16
402|10399|68|VAFFE|1996-12-31|8|3|60|10.0|0.0|600.0|27.36
403|10399|71|VAFFE|1996-12-31|15|4|30|17.2|0.0|516.0|27.36
404|10399|76|VAFFE|1996-12-31|23|1|35|14.4|0.0|504.0|27.36
405|10399|77|VAFFE|1996-12-31|12|2|14|10.4|0.0|145.6|27.36
406|10400|29|EASTC|1997-01-01|12|6|21|99.0|0.0|2079.0|83.93
407|10400|35|EASTC|1997-01-01|16|1|35|14.4|0.0|504.0|83.93
408|10400|49|EASTC|1997-01-01|23|3|30|16.0|0.0|480.0|83.93
409|10401|30|RATTC|1997-01-01|13|8|18|20.7|0.0|372.59999999999997|12.51
410|10401|56|RATTC|1997-01-01|26|5|70|30.4|0.0|2128.0|12.51
411|10401|65|RATTC|1997-01-01|2|2|20|16.8|0.0|336.0|12.51
412|10401|71|RATTC|1997-01-01|15|4|60|17.2|0.0|1032.0|12.51
413|10402|23|ERNSH|1997-01-02|9|5|60|7.2|0.0|432.0|67.88
414|10402|63|ERNSH|1997-01-02|7|2|65|35.1|0.0|2281.5|67.88
415|10403|16|ERNSH|1997-01-03|7|3|21|13.9|0.15|291.90000000000003|73.79
416|10403|48|ERNSH|1997-01-03|22|3|70|10.2|0.15|714.0|73.79
417|10404|26|MAGAA|1997-01-03|11|3|30|24.9|0.05|747.0|155.97
418|10404|42|MAGAA|1997-01-03|20|5|40|11.2|0.05|448.0|155.97
419|10404|49|MAGAA|1997-01-03|23|3|30|16.0|0.05|480.0|155.97
420|10405|3|LINOD|1997-01-06|1|2|50|8.0|0.0|400.0|34.82
421|10406|1|QUEEN|1997-01-07|8|1|10|14.4|0.0|144.0|108.04
422|10406|21|QUEEN|1997-01-07|8|3|30|8.0|0.1|240.0|108.04
423|10406|28|QUEEN|1997-01-07|12|7|42|36.4|0.1|1528.8|108.04
424|10406|36|QUEEN|1997-01-07|17|8|5|15.2|0.1|76.0|108.04
425|10406|40|QUEEN|1997-01-07|19|8|2|14.7|0.1|29.4|108.04
426|10407|11|OTTIK|1997-01-07|5|4|30|16.8|0.0|504.0|91.48
427|10407|69|OTTIK|1997-01-07|15|4|15|28.8|0.0|432.0|91.48
428|10407|71|OTTIK|1997-01-07|15|4|15|17.2|0.0|258.0|91.48
429|10408|37|FOLIG|1997-01-08|17|8|10|20.8|0.0|208.0|11.26
430|10408|54|FOLIG|1997-01-08|25|6|6|5.9|0.0|35.400000000000006|11.26
431|10408|62|FOLIG|1997-01-08|29|3|35|39.4|0.0|1379.0|11.26
432|10409|14|OCEAN|1997-01-09|6|7|12|18.6|0.0|223.20000000000002|29.83
433|10409|21|OCEAN|1997-01-09|8|3|12|8.0|0.0|96.0|29.83
434|10410|33|BOTTM|1997-01-10|15|4|49|2.0|0.0|98.0|2.4
435|10410|59|BOTTM|1997-01-10|28|4|16|44.0|0.0|704.0|2.4
436|10411|41|BOTTM|1997-01-10|19|8|25|7.7|0.2|192.5|23.65
437|10411|44|BOTTM|1997-01-10|20|2|40|15.5|0.2|620.0|23.65
438|10411|59|BOTTM|1997-01-10|28|4|9|44.0|0.2|396.0|23.65
439|10412|14|WARTH|1997-01-13|6|7|20|18.6|0.1|372.0|3.77
440|10413|1|LAMAI|1997-01-14|8|1|24|14.4|0.0|345.6|95.66
441|10413|62|LAMAI|1997-01-14|29|3|40|39.4|0.0|1576.0|95.66
442|10413|76|LAMAI|1997-01-14|23|1|14|14.4|0.0|201.6|95.66
443|10414|19|FAMIA|1997-01-14|8|3|18|7.3|0.05|131.4|21.48
444|10414|33|FAMIA|1997-01-14|15|4|50|2.0|0.0|100.0|21.48
445|10415|17|HUNGC|1997-01-15|7|6|2|31.2|0.0|62.4|0.2
446|10415|33|HUNGC|1997-01-15|15|4|20|2.0|0.0|40.0|0.2
447|10416|19|WARTH|1997-01-16|8|3|20|7.3|0.0|146.0|22.72
448|10416|53|WARTH|1997-01-16|24|6|10|26.2|0.0|262.0|22.72
449|10416|57|WARTH|1997-01-16|26|5|20|15.6|0.0|312.0|22.72
450|10417|38|SIMOB|1997-01-16|18|1|50|210.8|0.0|10540.0|70.29
451|10417|46|SIMOB|1997-01-16|21|8|2|9.6|0.25|19.2|70.29
452|10417|68|SIMOB|1997-01-16|8|3|36|10.0|0.25|360.0|70.29
453|10417|77|SIMOB|1997-01-16|12|2|35|10.4|0.0|364.0|70.29
454|10418|2|QUICK|1997-01-17|1|1|60|15.2|0.0|912.0|17.55
455|10418|47|QUICK|1997-01-17|22|3|55|7.6|0.0|418.0|17.55
456|10418|61|QUICK|1997-01-17|29|2|16|22.8|0.0|364.8|17.55
457|10418|74|QUICK|1997-01-17|4|7|15|8.0|0.0|120.0|17.55
458|10419|60|RICSU|1997-01-20|28|4|60|27.2|0.05|1632.0|137.35
459|10419|69|RICSU|1997-01-20|15|4|20|28.8|0.05|576.0|137.35
460|10420|9|WELLI|1997-01-21|4|6|20|77.6|0.1|1552.0|44.12
461|10420|13|WELLI|1997-01-21|6|8|2|4.8|0.1|9.6|44.12
462|10420|70|WELLI|1997-01-21|7|1|8|12.0|0.1|96.0|44.12
463|10420|73|WELLI|1997-01-21|17|8|20|12.0|0.1|240.0|44.12
464|10421|19|QUEDE|1997-01-21|8|3|4|7.3|0.15|29.2|99.23
465|10421|26|QUEDE|1997-01-21|11|3|30|24.9|0.0|747.0|99.23
466|10421|53|QUEDE|1997-01-21|24|6|15|26.2|0.15|393.0|99.23
467|10421|77|QUEDE|1997-01-21|12|2|10|10.4|0.15|104.0|99.23
468|10422|26|FRANS|1997-01-22|11|3|2|24.9|0.0|49.8|3.02
469|10423|31|GOURL|1997-01-23|14|4|14|10.0|0.0|140.0|24.5
470|10423|59|GOURL|1997-01-23|28|4|20|44.0|0.0|880.0|24.5
471|10424|35|MEREP|1997-01-23|16|1|60|14.4|0.2|864.0|370.61
472|10424|38|MEREP|1997-01-23|18|1|49|210.8|0.2|10329.2|370.61
473|10424|68|MEREP|1997-01-23|8|3|30|10.0|0.2|300.0|370.61
474|10425|55|LAMAI|1997-01-24|25|6|10|19.2|0.25|192.0|7.93
475|10425|76|LAMAI|1997-01-24|23|1|20|14.4|0.25|288.0|7.93
476|10426|56|GALED|1997-01-27|26|5|5|30.4|0.0|152.0|18.69
477|10426|64|GALED|1997-01-27|12|5|7|26.6|0.0|186.20000000000002|18.69
478|10427|14|PICCO|1997-01-27|6|7|35|18.6|0.0|651.0|31.29
479|10428|46|REGGC|1997-01-28|21|8|20|9.6|0.0|192.0|11.09
480|10429|50|HUNGO|1997-01-29|23|3|40|13.0|0.0|520.0|56.63
481|10429|63|HUNGO|1997-01-29|7|2|35|35.1|0.25|1228.5|56.63
482|10430|17|ERNSH|1997-01-30|7|6|45|31.2|0.2|1404.0|458.78
483|10430|21|ERNSH|1997-01-30|8|3|50|8.0|0.0|400.0|458.78
484|10430|56|ERNSH|1997-01-30|26|5|30|30.4|0.0|912.0|458.78
485|10430|59|ERNSH|1997-01-30|28|4|70|44.0|0.2|3080.0|458.78
486|10431|17|BOTTM|1997-01-30|7|6|50|31.2|0.25|1560.0|44.17
487|10431|40|BOTTM|1997-01-30|19|8|50|14.7|0.25|735.0|44.17
488|10431|47|BOTTM|1997-01-30|22|3|30|7.6|0.25|228.0|44.17
489|10432|26|SPLIR|1997-01-31|11|3|10|24.9|0.0|249.0|4.34
490|10432|54|SPLIR|1997-01-31|25|6|40|5.9|0.0|236.0|4.34
491|10433|56|PRINI|1997-02-03|26|5|28|30.4|0.0|851.1999999999999|73.83
492|10434|11|FOLKO|1997-02-03|5|4|6|16.8|0.0|100.80000000000001|17.92
493|10434|76|FOLKO|1997-02-03|23|1|18|14.4|0.15|259.2|17.92
494|10435|2|CONSH|1997-02-04|1|1|10|15.2|0.0|152.0|9.21
495|10435|22|CONSH|1997-02-04|9|5|12|16.8|0.0|201.60000000000002|9.21
496|10435|72|CONSH|1997-02-04|14|4|10|27.8|0.0|278.0|9.21
497|10436|46|BLONP|1997-02-05|21|8|5|9.6|0.0|48.0|156.66
498|10436|56|BLONP|1997-02-05|26|5|40|30.4|0.1|1216.0|156.66
499|10436|64|BLONP|1997-02-05|12|5|30|26.6|0.1|798.0|156.66
500|10436|75|BLONP|1997-02-05|12|1|24|6.2|0.1|148.8|156.66
501|10437|53|WARTH|1997-02-05|24|6|15|26.2|0.0|393.0|19.97
502|10438|19|TOMSP|1997-02-06|8|3|15|7.3|0.2|109.5|8.24
503|10438|34|TOMSP|1997-02-06|16|1|20|11.2|0.2|224.0|8.24
504|10438|57|TOMSP|1997-02-06|26|5|15|15.6|0.2|234.0|8.24
505|10439|12|MEREP|1997-02-07|5|4|15|30.4|0.0|456.0|4.07
506|10439|16|MEREP|1997-02-07|7|3|16|13.9|0.0|222.4|4.07
507|10439|64|MEREP|1997-02-07|12|5|6|26.6|0.0|159.60000000000002|4.07
508|10439|74|MEREP|1997-02-07|4|7|30|8.0|0.0|240.0|4.07
509|10440|2|SAVEA|1997-02-10|1|1|45|15.2|0.15|684.0|86.53
510|10440|16|SAVEA|1997-02-10|7|3|49|13.9|0.15|681.1|86.53
511|10440|29|SAVEA|1997-02-10|12|6|24|99.0|0.15|2376.0|86.53
512|10440|61|SAVEA|1997-02-10|29|2|90|22.8|0.15|2052.0|86.53
513|10441|27|OLDWO|1997-02-10|11|3|50|35.1|0.0|1755.0|73.02
514|10442|11|ERNSH|1997-02-11|5|4|30|16.8|0.0|504.0|47.94
515|10442|54|ERNSH|1997-02-11|25|6|80|5.9|0.0|472.0|47.94
516|10442|66|ERNSH|1997-02-11|2|2|60|13.6|0.0|816.0|47.94
517|10443|11|REGGC|1997-02-12|5|4|6|16.8|0.2|100.80000000000001|13.95
518|10443|28|REGGC|1997-02-12|12|7|12|36.4|0.0|436.79999999999995|13.95
519|10444|17|BERGS|1997-02-12|7|6|10|31.2|0.0|312.0|3.5
520|10444|26|BERGS|1997-02-12|11|3|15|24.9|0.0|373.5|3.5
521|10444|35|BERGS|1997-02-12|16|1|8|14.4|0.0|115.2|3.5
522|10444|41|BERGS|1997-02-12|19|8|30|7.7|0.0|231.0|3.5
523|10445|39|BERGS|1997-02-13|18|1|6|14.4|0.0|86.4|9.3
524|10445|54|BERGS|1997-02-13|25|6|15|5.9|0.0|88.5|9.3
525|10446|19|TOMSP|1997-02-14|8|3|12|7.3|0.1|87.6|14.68
526|10446|24|TOMSP|1997-02-14|10|1|20|3.6|0.1|72.0|14.68
527|10446|31|TOMSP|1997-02-14|14|4|3|10.0|0.1|30.0|14.68
528|10446|52|TOMSP|1997-02-14|24|5|15|5.6|0.1|84.0|14.68
529|10447|19|RICAR|1997-02-14|8|3|40|7.3|0.0|292.0|68.66
530|10447|65|RICAR|1997-02-14|2|2|35|16.8|0.0|588.0|68.66
531|10447|71|RICAR|1997-02-14|15|4|2|17.2|0.0|34.4|68.66
532|10448|26|RANCH|1997-02-17|11|3|6|24.9|0.0|149.39999999999998|38.82
533|10448|40|RANCH|1997-02-17|19|8|20|14.7|0.0|294.0|38.82
534|10449|10|BLONP|1997-02-18|4|8|14|24.8|0.0|347.2|53.3
535|10449|52|BLONP|1997-02-18|24|5|20|5.6|0.0|112.0|53.3
536|10449|62|BLONP|1997-02-18|29|3|35|39.4|0.0|1379.0|53.3
537|10450|10|VICTE|1997-02-19|4|8|20|24.8|0.2|496.0|7.23
538|10450|54|VICTE|1997-02-19|25|6|6|5.9|0.2|35.400000000000006|7.23
539|10451|55|QUICK|1997-02-19|25|6|120|19.2|0.1|2304.0|189.09
540|10451|64|QUICK|1997-02-19|12|5|35|26.6|0.1|931.0|189.09
541|10451|65|QUICK|1997-02-19|2|2|28|16.8|0.1|470.40000000000003|189.09
542|10451|77|QUICK|1997-02-19|12|2|55|10.4|0.1|572.0|189.09
543|10452|28|SAVEA|1997-02-20|12|7|15|36.4|0.0|546.0|140.26
544|10452|44|SAVEA|1997-02-20|20|2|100|15.5|0.05|1550.0|140.26
545|10453|48|AROUT|1997-02-21|22|3|15|10.2|0.1|153.0|25.36
546|10453|70|AROUT|1997-02-21|7|1|25|12.0|0.1|300.0|25.36
547|10454|16|LAMAI|1997-02-21|7|3|20|13.9|0.2|278.0|2.74
548|10454|33|LAMAI|1997-02-21|15|4|20|2.0|0.2|40.0|2.74
549|10454|46|LAMAI|1997-02-21|21|8|10|9.6|0.2|96.0|2.74
550|10455|39|WARTH|1997-02-24|18|1|20|14.4|0.0|288.0|180.45
551|10455|53|WARTH|1997-02-24|24|6|50|26.2|0.0|1310.0|180.45
552|10455|61|WARTH|1997-02-24|29|2|25|22.8|0.0|570.0|180.45
553|10455|71|WARTH|1997-02-24|15|4|30|17.2|0.0|516.0|180.45
554|10456|21|KOENE|1997-02-25|8|3|40|8.0|0.15|320.0|8.12
555|10456|49|KOENE|1997-02-25|23|3|21|16.0|0.15|336.0|8.12
556|10457|59|KOENE|1997-02-25|28|4|36|44.0|0.0|1584.0|11.57
557|10458|26|SUPRD|1997-02-26|11|3|30|24.9|0.0|747.0|147.06
558|10458|28|SUPRD|1997-02-26|12|7|30|36.4|0.0|1092.0|147.06
559|10458|43|SUPRD|1997-02-26|20|1|20|36.8|0.0|736.0|147.06
560|10458|56|SUPRD|1997-02-26|26|5|15|30.4|0.0|456.0|147.06
561|10458|71|SUPRD|1997-02-26|15|4|50|17.2|0.0|860.0|147.06
562|10459|7|VICTE|1997-02-27|3|7|16|24.0|0.05|384.0|25.09
563|10459|46|VICTE|1997-02-27|21|8|20|9.6|0.05|192.0|25.09
564|10459|72|VICTE|1997-02-27|14|4|40|27.8|0.0|1112.0|25.09
565|10460|68|FOLKO|1997-02-28|8|3|21|10.0|0.25|210.0|16.27
566|10460|75|FOLKO|1997-02-28|12|1|4|6.2|0.25|24.8|16.27
567|10461|21|LILAS|1997-02-28|8|3|40|8.0|0.25|320.0|148.61
568|10461|30|LILAS|1997-02-28|13|8|28|20.7|0.25|579.6|148.61
569|10461|55|LILAS|1997-02-28|25|6|60|19.2|0.25|1152.0|148.61
570|10462|13|CONSH|1997-03-03|6|8|1|4.8|0.0|4.8|6.17
571|10462|23|CONSH|1997-03-03|9|5|21|7.2|0.0|151.20000000000002|6.17
572|10463|19|SUPRD|1997-03-04|8|3|21|7.3|0.0|153.29999999999998|14.78
573|10463|42|SUPRD|1997-03-04|20|5|50|11.2|0.0|560.0|14.78
574|10464|4|FURIB|1997-03-04|2|2|16|17.6|0.2|281.6|89.0
575|10464|43|FURIB|1997-03-04|20|1|3|36.8|0.0|110.39999999999999|89.0
576|10464|56|FURIB|1997-03-04|26|5|30|30.4|0.2|912.0|89.0
577|10464|60|FURIB|1997-03-04|28|4|20|27.2|0.0|544.0|89.0
578|10465|24|VAFFE|1997-03-05|10|1|25|3.6|0.0|90.0|145.04
579|10465|29|VAFFE|1997-03-05|12|6|18|99.0|0.1|1782.0|145.04
580|10465|40|VAFFE|1997-03-05|19|8|20|14.7|0.0|294.0|145.04
581|10465|45|VAFFE|1997-03-05|21|8|30|7.6|0.1|228.0|145.04
582|10465|50|VAFFE|1997-03-05|23|3|25|13.0|0.0|325.0|145.04
583|10466|11|COMMI|1997-03-06|5|4|10|16.8|0.0|168.0|11.93
584|10466|46|COMMI|1997-03-06|21|8|5|9.6|0.0|48.0|11.93
585|10467|24|MAGAA|1997-03-06|10|1|28|3.6|0.0|100.8|4.93
586|10467|25|MAGAA|1997-03-06|11|3|12|11.2|0.0|134.39999999999998|4.93
587|10468|30|KOENE|1997-03-07|13|8|8|20.7|0.0|165.6|44.12
588|10468|43|KOENE|1997-03-07|20|1|15|36.8|0.0|552.0|44.12
589|10469|2|WHITC|1997-03-10|1|1|40|15.2|0.15|608.0|60.18
590|10469|16|WHITC|1997-03-10|7|3|35|13.9|0.15|486.5|60.18
591|10469|44|WHITC|1997-03-10|20|2|2|15.5|0.15|31.0|60.18
592|10470|18|BONAP|1997-03-11|7|8|30|50.0|0.0|1500.0|64.56
593|10470|23|BONAP|1997-03-11|9|5|15|7.2|0.0|108.0|64.56
594|10470|64|BONAP|1997-03-11|12|5|8|26.6|0.0|212.8|64.56
595|10471|7|BSBEV|1997-03-11|3|7|30|24.0|0.0|720.0|45.59
596|10471|56|BSBEV|1997-03-11|26|5|20|30.4|0.0|608.0|45.59
597|10472|24|SEVES|1997-03-12|10|1|80|3.6|0.05|288.0|4.2
598|10472|51|SEVES|1997-03-12|24|7|18|42.4|0.0|763.1999999999999|4.2
599|10473|33|ISLAT|1997-03-13|15|4|12|2.0|0.0|24.0|16.37
600|10473|71|ISLAT|1997-03-13|15|4|12|17.2|0.0|206.39999999999998|16.37
601|10474|14|PERIC|1997-03-13|6|7|12|18.6|0.0|223.20000000000002|83.49
602|10474|28|PERIC|1997-03-13|12|7|18|36.4|0.0|655.1999999999999|83.49
603|10474|40|PERIC|1997-03-13|19|8|21|14.7|0.0|308.7|83.49
604|10474|75|PERIC|1997-03-13|12|1|10|6.2|0.0|62.0|83.49
605|10475|31|SUPRD|1997-03-14|14|4|35|10.0|0.15|350.0|68.52
606|10475|66|SUPRD|1997-03-14|2|2|60|13.6|0.15|816.0|68.52
607|10475|76|SUPRD|1997-03-14|23|1|42|14.4|0.15|604.8000000000001|68.52
608|10476|55|HILAA|1997-03-17|25|6|2|19.2|0.05|38.4|4.41
609|10476|70|HILAA|1997-03-17|7|1|12|12.0|0.0|144.0|4.41
610|10477|1|PRINI|1997-03-17|8|1|15|14.4|0.0|216.0|13.02
611|10477|21|PRINI|1997-03-17|8|3|21|8.0|0.25|168.0|13.02
612|10477|39|PRINI|1997-03-17|18|1|20|14.4|0.25|288.0|13.02
613|10478|10|VICTE|1997-03-18|4|8|20|24.8|0.05|496.0|4.81
614|10479|38|RATTC|1997-03-19|18|1|30|210.8|0.0|6324.0|708.95
615|10479|53|RATTC|1997-03-19|24|6|28|26.2|0.0|733.6|708.95
616|10479|59|RATTC|1997-03-19|28|4|60|44.0|0.0|2640.0|708.95
617|10479|64|RATTC|1997-03-19|12|5|30|26.6|0.0|798.0|708.95
618|10480|47|FOLIG|1997-03-20|22|3|30|7.6|0.0|228.0|1.35
619|10480|59|FOLIG|1997-03-20|28|4|12|44.0|0.0|528.0|1.35
620|10481|49|RICAR|1997-03-20|23|3|24|16.0|0.0|384.0|64.33
621|10481|60|RICAR|1997-03-20|28|4|40|27.2|0.0|1088.0|64.33
622|10482|40|LAZYK|1997-03-21|19|8|10|14.7|0.0|147.0|7.48
623|10483|34|WHITC|1997-03-24|16|1|35|11.2|0.05|392.0|15.28
624|10483|77|WHITC|1997-03-24|12|2|30|10.4|0.05|312.0|15.28
625|10484|21|BSBEV|1997-03-24|8|3|14|8.0|0.0|112.0|6.88
626|10484|40|BSBEV|1997-03-24|19|8|10|14.7|0.0|147.0|6.88
627|10484|51|BSBEV|1997-03-24|24|7|3|42.4|0.0|127.19999999999999|6.88
628|10485|2|LINOD|1997-03-25|1|1|20|15.2|0.1|304.0|64.45
629|10485|3|LINOD|1997-03-25|1|2|20|8.0|0.1|160.0|64.45
630|10485|55|LINOD|1997-03-25|25|6|30|19.2|0.1|576.0|64.45
631|10485|70|LINOD|1997-03-25|7|1|60|12.0|0.1|720.0|64.45
632|10486|11|HILAA|1997-03-26|5|4|5|16.8|0.0|84.0|30.53
633|10486|51|HILAA|1997-03-26|24|7|25|42.4|0.0|1060.0|30.53
634|10486|74|HILAA|1997-03-26|4|7|16|8.0|0.0|128.0|30.53
635|10487|19|QUEEN|1997-03-26|8|3|5|7.3|0.0|36.5|71.07
636|10487|26|QUEEN|1997-03-26|11|3|30|24.9|0.0|747.0|71.07
637|10487|54|QUEEN|1997-03-26|25|6|24|5.9|0.25|141.60000000000002|71.07
638|10488|59|FRANK|1997-03-27|28|4|30|44.0|0.0|1320.0|4.93
639|10488|73|FRANK|1997-03-27|17|8|20|12.0|0.2|240.0|4.93
640|10489|11|PICCO|1997-03-28|5|4|15|16.8|0.25|252.0|5.29
641|10489|16|PICCO|1997-03-28|7|3|18|13.9|0.0|250.20000000000002|5.29
642|10490|59|HILAA|1997-03-31|28|4|60|44.0|0.0|2640.0|210.19
643|10490|68|HILAA|1997-03-31|8|3|30|10.0|0.0|300.0|210.19
644|10490|75|HILAA|1997-03-31|12|1|36|6.2|0.0|223.20000000000002|210.19
645|10491|44|FURIB|1997-03-31|20|2|15|15.5|0.15|232.5|16.96
646|10491|77|FURIB|1997-03-31|12|2|7|10.4|0.15|72.8|16.96
647|10492|25|BOTTM|1997-04-01|11|3|60|11.2|0.05|672.0|62.89
648|10492|42|BOTTM|1997-04-01|20|5|20|11.2|0.05|224.0|62.89
649|10493|65|LAMAI|1997-04-02|2|2|15|16.8|0.1|252.0|10.64
650|10493|66|LAMAI|1997-04-02|2|2|10|13.6|0.1|136.0|10.64
651|10493|69|LAMAI|1997-04-02|15|4|10|28.8|0.1|288.0|10.64
652|10494|56|COMMI|1997-04-02|26|5|30|30.4|0.0|912.0|65.99
653|10495|23|LAUGB|1997-04-03|9|5|10|7.2|0.0|72.0|4.65
654|10495|41|LAUGB|1997-04-03|19|8|20|7.7|0.0|154.0|4.65
655|10495|77|LAUGB|1997-04-03|12|2|5|10.4|0.0|52.0|4.65
656|10496|31|TRADH|1997-04-04|14|4|20|10.0|0.05|200.0|46.77
657|10497|56|LEHMS|1997-04-04|26|5|14|30.4|0.0|425.59999999999997|36.21
658|10497|72|LEHMS|1997-04-04|14|4|25|27.8|0.0|695.0|36.21
659|10497|77|LEHMS|1997-04-04|12|2|25|10.4|0.0|260.0|36.21
660|10498|24|HILAA|1997-04-07|10|1|14|4.5|0.0|63.0|29.75
661|10498|40|HILAA|1997-04-07|19|8|5|18.4|0.0|92.0|29.75
662|10498|42|HILAA|1997-04-07|20|5|30|14.0|0.0|420.0|29.75
